OPPORTUNITY_ID,ACCOUNT_NAME,LEAD_SOURCE_CAMPAIGN,STAGE,AMOUNT_USD,CREATED_DATE,CLOSE_DATE,BUSINESS_GROUP,REGION
OPP-81b3b478,Morris-Lucas,CMP-121,Closed Won,293188.44,2022-03-14,2022-04-01,SIBG,APAC
OPP-695eb290,Hanna-Aguilar,CMP-121,Closed Won,238810.88,2022-03-18,2022-04-13,SIBG,APAC
OPP-c30221b0,Lane-Steele,CMP-121,Closed Lost,248754.32,2022-03-22,2022-04-14,SIBG,APAC
OPP-be47939a,"Jordan, Kelley and Harris",CMP-121,Closed Won,324199.97,2022-03-19,2022-04-09,SIBG,APAC
OPP-f0fdbc6f,"Forbes, Larsen and Garcia",CMP-121,Closed Won,256689.02,2022-03-13,2022-04-02,SIBG,APAC
OPP-be1da5ed,Kim-Sweeney,CMP-121,Closed Won,299719.64,2022-03-22,2022-04-07,SIBG,APAC
OPP-24ed3b2f,"Vang, Turner and Johnson",CMP-121,Closed Won,263346.68,2022-03-01,2022-03-24,SIBG,APAC
OPP-375678f2,Acosta-Wu,CMP-121,Closed Won,252846.6,2022-03-05,2022-04-01,SIBG,APAC
OPP-c6d09664,"Fisher, Klein and Glover",CMP-121,Closed Won,338049.52,2022-03-08,2022-03-29,SIBG,APAC
OPP-d064aec4,"Case, Brown and Hull",CMP-121,Negotiation,304920.33,2022-03-03,,SIBG,APAC
OPP-6f7e84b4,Reyes-Garcia,CMP-121,Closed Won,296441.97,2022-03-05,2022-03-23,SIBG,APAC
OPP-a112b8bd,"Johnson, Perez and Chase",CMP-121,Closed Lost,297560.73,2022-03-09,2022-03-31,SIBG,APAC
OPP-9aaa0280,Martin Inc,CMP-121,Closed Won,222850.76,2022-03-02,2022-03-20,SIBG,APAC
OPP-c482595c,Stewart-Jones,CMP-121,Closed Lost,308227.82,2022-03-03,2022-03-25,SIBG,APAC
OPP-4844f9d4,Abbott-Parker,CMP-121,Closed Lost,223149.46,2022-03-08,2022-04-02,SIBG,APAC
OPP-9e0567e2,Perez and Sons,CMP-121,Closed Lost,295489.34,2022-03-04,2022-03-28,SIBG,APAC
OPP-75577b62,Turner LLC,CMP-121,Closed Lost,454387.7,2022-03-03,2022-03-29,SIBG,APAC
OPP-6669a9ac,"Butler, Jennings and Montoya",CMP-121,Closed Won,373052.85,2022-02-28,2022-03-25,SIBG,APAC
OPP-0fd1e51b,"Thomas, Harris and Brown",CMP-121,Closed Won,350831.6,2022-03-02,2022-03-28,SIBG,APAC
OPP-9a3cfb56,Maldonado LLC,CMP-121,Negotiation,234951.65,2022-03-11,,SIBG,APAC
OPP-e6f90cb2,Hickman-Peterson,CMP-121,Closed Won,262451.82,2022-03-11,2022-03-26,SIBG,APAC
OPP-251d5e05,Smith-Bond,CMP-121,Closed Won,225523.52,2022-03-07,2022-04-01,SIBG,APAC
OPP-dfb5334e,Stokes-Hendrix,CMP-121,Closed Won,254145.32,2022-03-08,2022-03-23,SIBG,APAC
OPP-f6e890b1,Morrow Inc,CMP-121,Closed Lost,285766.82,2022-03-06,2022-03-27,SIBG,APAC
OPP-815c8eda,Combs LLC,CMP-121,Closed Won,232144.28,2022-03-08,2022-04-04,SIBG,APAC
OPP-bb75bb3a,Carpenter-May,CMP-228,Closed Won,176287.17,2020-08-28,2020-09-23,SIBG,LATAM
OPP-5f6c164e,"Campbell, Meadows and Hunter",CMP-228,Closed Lost,197447.82,2020-09-07,2020-10-03,SIBG,LATAM
OPP-d85d9de2,"Jones, Lopez and Francis",CMP-228,Closed Won,257047.94,2020-09-07,2020-09-29,SIBG,LATAM
OPP-a784816d,Crane and Sons,CMP-228,Closed Won,167385.76,2020-09-07,2020-09-28,SIBG,LATAM
OPP-81cb8d4f,Schneider LLC,CMP-228,Closed Lost,298015.74,2020-09-07,2020-09-24,SIBG,LATAM
OPP-90f7db72,Johnson-Shea,CMP-228,Closed Won,354409.86,2020-09-02,2020-10-06,SIBG,LATAM
OPP-fc3ad170,Harrell and Sons,CMP-228,Closed Won,234162.67,2020-09-05,2020-10-07,SIBG,LATAM
OPP-16a7885b,Brooks-Elliott,CMP-228,Closed Won,215096.4,2020-08-28,2020-09-14,SIBG,LATAM
OPP-8536f613,Jenkins-Mcdonald,CMP-228,Closed Won,237361.48,2020-09-03,2020-10-07,SIBG,LATAM
OPP-0b76b851,Lee and Sons,CMP-228,Closed Won,224503.95,2020-09-01,2020-10-03,SIBG,LATAM
OPP-60f5e287,"Hernandez, Harrington and Griffin",CMP-228,Closed Won,317061.69,2020-09-08,2020-10-13,SIBG,LATAM
OPP-8c14877b,"Meza, Wilcox and Stevens",CMP-228,Closed Won,228182.75,2020-08-30,2020-10-03,SIBG,LATAM
OPP-4f2aac87,Moore-Brown,CMP-170,Closed Lost,149166.99,2023-08-18,2023-09-24,HCBG,NA
OPP-97f2632e,Oconnor Group,CMP-129,Negotiation,288938.03,2024-09-01,,HCBG,EMEA
OPP-8a08e2a9,Hall-Harvey,CMP-129,Closed Won,305997.19,2024-08-30,2024-10-04,HCBG,EMEA
OPP-65ec8762,"Moody, Little and King",CMP-197,Negotiation,187353.07,2021-11-21,,CBG,LATAM
OPP-1bd729ed,Mitchell Inc,CMP-104,Closed Won,268836.59,2024-11-20,2024-12-04,TEBG,NA
OPP-d0bd54b3,"Chaney, Mathews and Patrick",CMP-104,Negotiation,351706.48,2024-11-22,,TEBG,NA
OPP-4046f8bd,Ross PLC,CMP-104,Closed Won,256729.42,2024-11-19,2024-12-13,TEBG,NA
OPP-7e5edc74,Campbell Inc,CMP-104,Negotiation,228774.2,2024-11-17,,TEBG,NA
OPP-53913d7c,Wright-Perez,CMP-104,Closed Won,372464.35,2024-11-20,2024-12-18,TEBG,NA
OPP-dfaa481d,Thompson-Ingram,CMP-104,Closed Won,191181.8,2024-11-13,2024-11-30,TEBG,NA
OPP-3e1d7141,Sanders-Adkins,CMP-104,Closed Won,344943.92,2024-11-13,2024-12-05,TEBG,NA
OPP-aaf3b999,"Hood, Flores and Knight",CMP-104,Closed Won,223407.13,2024-11-23,2024-12-15,TEBG,NA
OPP-897f50f8,Donovan-Cooke,CMP-104,Closed Won,310695.28,2024-11-13,2024-12-05,TEBG,NA
OPP-48813dff,Flores Ltd,CMP-104,Closed Won,439064.09,2024-11-23,2024-12-21,TEBG,NA
OPP-ebc72a5f,"Potts, Booth and Arnold",CMP-107,Closed Won,176990.77,2022-09-30,2022-10-23,TEBG,NA
OPP-ab5ac410,"Adams, Young and Mccormick",CMP-107,Closed Won,235966.47,2022-09-24,2022-10-20,TEBG,NA
OPP-64fc7a56,"Jones, Schneider and Mitchell",CMP-107,Closed Lost,179298.13,2022-09-23,2022-10-18,TEBG,NA
OPP-365704a8,Miller-Vega,CMP-107,Negotiation,324777.05,2022-09-25,,TEBG,NA
OPP-003b68d5,"Wells, Jenkins and Esparza",CMP-112,Negotiation,162864.67,2023-09-21,,TEBG,EMEA
OPP-3b60f7af,Weaver-Yoder,CMP-118,Closed Won,219419.71,2020-01-17,2020-02-10,TEBG,NA
OPP-4f3aad84,Smith-Morales,CMP-118,Closed Won,208870.18,2020-01-19,2020-02-15,TEBG,NA
OPP-4cadb9bd,"Davies, Bridges and Ball",CMP-118,Closed Won,257284.11,2020-01-19,2020-02-15,TEBG,NA
OPP-fe324808,Duffy Inc,CMP-118,Negotiation,223482.13,2020-01-23,,TEBG,NA
OPP-f63af991,"Morgan, Collier and Hansen",CMP-118,Closed Won,280264.56,2020-01-15,2020-02-08,TEBG,NA
OPP-cc94a17c,Fisher-Prince,CMP-118,Closed Won,356680.57,2020-01-15,2020-02-05,TEBG,NA
OPP-c8fee625,Miles Ltd,CMP-118,Closed Lost,258113.78,2020-01-17,2020-02-08,TEBG,NA
OPP-aa202379,Velazquez and Sons,CMP-118,Closed Won,334319.73,2020-01-23,2020-02-16,TEBG,NA
OPP-4d210c7a,"Castillo, Fields and Wu",CMP-168,Closed Won,279082.79,2023-10-03,2023-10-27,CBG,EMEA
OPP-dfc51250,Dunlap PLC,CMP-168,Closed Won,241851.98,2023-10-03,2023-10-22,CBG,EMEA
OPP-5036e29f,"Hanson, Newman and Miller",CMP-165,Closed Lost,291089.98,2022-05-04,2022-06-14,CBG,APAC
OPP-b5118a76,Bennett Ltd,CMP-209,Closed Won,166474.87,2022-09-26,2022-11-06,HCBG,LATAM
OPP-45d250e3,Smith Ltd,CMP-209,Closed Lost,145902.72,2022-09-23,2022-10-16,HCBG,LATAM
OPP-98f1c899,Owens-Donovan,CMP-209,Closed Lost,182906.57,2022-09-20,2022-10-24,HCBG,LATAM
OPP-12081ea2,Johnson Ltd,CMP-209,Closed Lost,167446.09,2022-09-27,2022-10-18,HCBG,LATAM
OPP-c12581bb,York Ltd,CMP-209,Closed Won,173050.65,2022-09-25,2022-11-03,HCBG,LATAM
OPP-2579ba5d,"Lopez, Vazquez and Moss",CMP-209,Negotiation,250891.96,2022-09-29,,HCBG,LATAM
OPP-47e16d1d,Baxter Ltd,CMP-209,Closed Won,258829.43,2022-09-30,2022-11-09,HCBG,LATAM
OPP-a6dd21fd,"Mclaughlin, Perkins and Rios",CMP-132,Negotiation,150164.25,2020-11-12,,SIBG,EMEA
OPP-749b93f4,Singh PLC,CMP-110,Closed Won,179035.4,2024-08-22,2024-09-24,HCBG,APAC
OPP-cf069c6e,Bernard PLC,CMP-206,Closed Lost,283247.54,2024-02-09,2024-03-06,HCBG,EMEA
OPP-03b0a900,Gutierrez-Douglas,CMP-206,Closed Won,245857.53,2024-02-08,2024-02-26,HCBG,EMEA
OPP-a2acb255,"Lane, Benson and Herman",CMP-206,Closed Lost,176562.43,2024-02-02,2024-03-04,HCBG,EMEA
OPP-7c01ebc7,"Brown, Ferguson and Clark",CMP-206,Closed Won,269211.69,2024-02-02,2024-03-03,HCBG,EMEA
OPP-979a45b9,Nelson-Anderson,CMP-206,Closed Won,250180.53,2024-02-04,2024-02-18,HCBG,EMEA
OPP-21a33368,"Huber, Mathews and Smith",CMP-206,Closed Won,318202.54,2024-02-05,2024-03-09,HCBG,EMEA
OPP-c96bdd1f,Graves-Flores,CMP-138,Negotiation,120247.95,2022-12-02,,SIBG,APAC
OPP-7a88bb55,Garcia LLC,CMP-179,Closed Lost,165068.48,2021-12-25,2022-02-04,CBG,EMEA
OPP-a0de12de,"Turner, Miller and Lewis",CMP-179,Negotiation,186227.41,2022-01-06,,CBG,EMEA
OPP-5187e4f5,Kirk Group,CMP-179,Closed Won,190470.46,2022-01-08,2022-02-11,CBG,EMEA
OPP-b1aa8c9f,Bowen LLC,CMP-179,Closed Lost,221674.63,2021-12-28,2022-02-08,CBG,EMEA
OPP-6ce35f4d,Martinez and Sons,CMP-148,Closed Won,222839.54,2024-10-27,2024-11-18,TEBG,EMEA
OPP-86f28413,Ellis PLC,CMP-143,Closed Lost,294554.47,2023-04-10,2023-04-30,TEBG,NA
OPP-6d0de88d,Martin Ltd,CMP-237,Negotiation,353999.44,2023-10-03,,SIBG,APAC
OPP-2191e2a2,"Powell, Brandt and Schwartz",CMP-237,Closed Lost,286053.8,2023-10-04,2023-11-07,SIBG,APAC
OPP-fa75d95d,"Stevens, Pennington and Brooks",CMP-237,Negotiation,171534.44,2023-10-08,,SIBG,APAC
OPP-1827aac0,Brown Group,CMP-237,Closed Won,195229.97,2023-10-08,2023-10-30,SIBG,APAC
OPP-ff97338f,Coleman Group,CMP-236,Closed Won,224771.1,2023-01-04,2023-02-17,SIBG,APAC
OPP-881be960,Thomas and Sons,CMP-236,Closed Won,135372.62,2023-01-09,2023-03-06,SIBG,APAC
OPP-f37f6265,Kirby Inc,CMP-144,Closed Lost,155831.85,2020-06-05,2020-07-12,SIBG,EMEA
OPP-4bcd1caf,Schroeder Inc,CMP-168,Closed Lost,223150.65,2023-08-01,2023-08-15,CBG,EMEA
OPP-0bf90f4c,West-Mitchell,CMP-168,Closed Lost,255449.13,2023-08-10,2023-09-02,CBG,EMEA
OPP-a694c31b,"Davis, Williams and Johnson",CMP-168,Closed Lost,298263.97,2023-08-09,2023-09-13,CBG,EMEA
OPP-dc0dff4c,King and Sons,CMP-189,Closed Won,207914.21,2021-05-27,2021-06-26,SIBG,EMEA
OPP-f768661a,Cameron-Peck,CMP-189,Closed Won,258826.33,2021-05-27,2021-07-08,SIBG,EMEA
OPP-83dfa933,"Reynolds, Hunter and Olson",CMP-142,Negotiation,266155.01,2021-10-11,,HCBG,APAC
OPP-41174bd5,Williams-Taylor,CMP-144,Negotiation,162796.27,2020-07-19,,SIBG,EMEA
OPP-2eb79d41,Howell-Aguilar,CMP-240,Negotiation,282102.6,2022-09-15,,CBG,EMEA
OPP-6d49030b,"Cobb, Anderson and Brown",CMP-240,Closed Won,131964.9,2022-09-15,2022-10-08,CBG,EMEA
OPP-07fe2594,Webb-Dixon,CMP-240,Closed Won,193522.1,2022-09-20,2022-10-15,CBG,EMEA
OPP-85c552e1,Barajas and Sons,CMP-240,Closed Won,229881.14,2022-09-09,2022-10-14,CBG,EMEA
OPP-97e67c69,Wheeler PLC,CMP-227,Closed Lost,107495.62,2024-10-16,2024-11-27,CBG,LATAM
OPP-843f0f97,Taylor-Montes,CMP-230,Closed Lost,233422.48,2020-10-20,2020-11-08,CBG,LATAM
OPP-b50f818e,Deleon-Lester,CMP-230,Closed Won,144717.68,2020-10-28,2020-11-19,CBG,LATAM
OPP-4130cae2,"Tate, Owen and Duran",CMP-230,Negotiation,270753.31,2020-10-29,,CBG,LATAM
OPP-2fb2c31a,Carrillo and Sons,CMP-230,Closed Won,278683.3,2020-10-26,2020-11-10,CBG,LATAM
OPP-cd5ead0e,"Solomon, Liu and Carr",CMP-230,Closed Lost,209713.32,2020-10-23,2020-11-25,CBG,LATAM
OPP-3d8acfae,Graham LLC,CMP-147,Closed Lost,210434.67,2021-03-29,2021-05-02,SIBG,NA
OPP-314370f9,Gomez Group,CMP-147,Negotiation,105148.15,2021-03-30,,SIBG,NA
OPP-95676d9d,Dominguez-Rivas,CMP-147,Negotiation,222377.72,2021-03-25,,SIBG,NA
OPP-6e060e38,Garcia-Morrison,CMP-147,Negotiation,192370.42,2021-03-26,,SIBG,NA
OPP-4dc94cf9,Hopkins PLC,CMP-147,Closed Lost,208669.6,2021-03-28,2021-04-15,SIBG,NA
OPP-d993ddaf,Wilson-Hebert,CMP-147,Closed Won,256946.26,2021-04-03,2021-04-26,SIBG,NA
OPP-0122d6bd,Sanchez-King,CMP-147,Closed Won,269608.97,2021-03-23,2021-04-17,SIBG,NA
OPP-3187977c,Perez Ltd,CMP-147,Closed Won,205572.81,2021-03-28,2021-04-18,SIBG,NA
OPP-194dc86f,Lynn-Roberts,CMP-221,Closed Won,186456.69,2024-01-02,2024-02-05,TEBG,LATAM
OPP-4d1bc018,"Mclaughlin, Reyes and Jones",CMP-221,Closed Won,198371.37,2023-12-26,2024-02-01,TEBG,LATAM
OPP-3005b62b,"Watson, Castillo and Perez",CMP-192,Negotiation,260420.27,2023-05-04,,TEBG,LATAM
OPP-3570cb7a,Huang-Brown,CMP-192,Closed Won,225515.02,2023-05-11,2023-06-07,TEBG,LATAM
OPP-c576c2ed,Jackson-Williams,CMP-109,Negotiation,210894.35,2021-08-15,,SIBG,EMEA
OPP-5748177c,Jones LLC,CMP-109,Closed Lost,207185.75,2021-08-20,2021-09-18,SIBG,EMEA
OPP-5d2cb5a3,"Maddox, Gallegos and Sullivan",CMP-105,Closed Won,262297.66,2022-03-10,2022-03-24,TEBG,NA
OPP-c6e5236b,Jimenez-Johnson,CMP-105,Closed Won,240820.13,2022-03-03,2022-03-30,TEBG,NA
OPP-c2a8e1b7,Jenkins and Sons,CMP-105,Closed Won,383609.42,2022-03-06,2022-04-02,TEBG,NA
OPP-39f6c851,"Burton, Yang and Miles",CMP-105,Closed Won,323173.63,2022-03-11,2022-03-29,TEBG,NA
OPP-16278451,Aguilar-Todd,CMP-105,Closed Won,394903.9,2022-03-08,2022-03-30,TEBG,NA
OPP-1464571d,Willis-Anderson,CMP-105,Closed Won,380577.56,2022-03-02,2022-03-17,TEBG,NA
OPP-14622d53,Rodriguez-Jones,CMP-105,Closed Won,242751.55,2022-03-05,2022-04-01,TEBG,NA
OPP-1cefbf93,Pope-Mcclure,CMP-152,Negotiation,364581.05,2024-08-26,,HCBG,LATAM
OPP-51e56442,Allen-Luna,CMP-152,Negotiation,152466.42,2024-08-22,,HCBG,LATAM
OPP-0cc2e28f,Craig-Humphrey,CMP-152,Closed Won,259336.41,2024-08-18,2024-09-24,HCBG,LATAM
OPP-31d8be21,White and Sons,CMP-152,Negotiation,228950.9,2024-08-20,,HCBG,LATAM
OPP-caaa6263,"Ellis, Scott and Walsh",CMP-152,Closed Won,282850.38,2024-08-26,2024-09-28,HCBG,LATAM
OPP-529af4c7,Harmon Inc,CMP-121,Closed Won,270043.32,2022-02-21,2022-03-09,SIBG,APAC
OPP-d94a8c2a,Campbell Group,CMP-121,Closed Lost,292128.53,2022-02-18,2022-03-06,SIBG,APAC
OPP-9336c8fd,Long and Sons,CMP-121,Closed Won,318152.42,2022-02-18,2022-03-10,SIBG,APAC
OPP-09b19a44,"Williams, Reynolds and Valdez",CMP-121,Closed Won,346265.66,2022-02-15,2022-03-07,SIBG,APAC
OPP-243851fd,Hoffman Inc,CMP-121,Closed Won,347078.91,2022-02-21,2022-03-19,SIBG,APAC
OPP-44ff7982,Walker-Gaines,CMP-121,Closed Won,217098.43,2022-02-22,2022-03-17,SIBG,APAC
OPP-f1b36d84,"Howard, Perkins and Alvarado",CMP-121,Closed Won,230399.25,2022-02-24,2022-03-18,SIBG,APAC
OPP-e490af51,Gregory-Todd,CMP-121,Closed Won,255993.38,2022-02-21,2022-03-11,SIBG,APAC
OPP-14ae1246,Chandler-Hudson,CMP-121,Closed Lost,186450.4,2022-02-24,2022-03-11,SIBG,APAC
OPP-99199d4f,"Chung, Mejia and Brown",CMP-121,Closed Lost,377500.87,2022-02-17,2022-03-08,SIBG,APAC
OPP-be565478,"Smith, Bush and Jennings",CMP-121,Closed Won,325463.46,2022-02-24,2022-03-14,SIBG,APAC
OPP-6dfd438e,Douglas Group,CMP-171,Closed Won,269324.89,2024-03-11,2024-04-09,SIBG,LATAM
OPP-a2e90a66,Powell-Reyes,CMP-171,Closed Won,263512.92,2024-03-12,2024-03-31,SIBG,LATAM
OPP-08143118,"Galvan, Murphy and Poole",CMP-171,Negotiation,195077.55,2024-03-04,,SIBG,LATAM
OPP-a6f93fac,Smith-Schneider,CMP-171,Closed Lost,210013.77,2024-03-06,2024-03-25,SIBG,LATAM
OPP-52365347,"Zamora, Cole and Rodriguez",CMP-171,Negotiation,273671.26,2024-03-11,,SIBG,LATAM
OPP-aba9c367,"Bruce, Orr and Weber",CMP-114,Negotiation,127016.21,2020-12-20,,CBG,LATAM
OPP-cce9fcb8,"Ingram, Preston and Torres",CMP-248,Closed Won,319886.55,2022-05-09,2022-06-05,TEBG,APAC
OPP-67c9a827,Mills-Mata,CMP-248,Closed Won,247515.43,2022-05-16,2022-06-18,TEBG,APAC
OPP-e31b19d0,Roberts-James,CMP-248,Closed Won,216519.58,2022-05-09,2022-05-23,TEBG,APAC
OPP-04a6b5ab,White-Cameron,CMP-248,Closed Lost,351753.56,2022-05-13,2022-06-09,TEBG,APAC
OPP-464facad,"Cunningham, Dixon and Strickland",CMP-248,Closed Lost,145302.55,2022-05-13,2022-05-29,TEBG,APAC
OPP-84d56a40,Gordon and Sons,CMP-248,Closed Won,353827.46,2022-05-14,2022-06-15,TEBG,APAC
OPP-b591c5e0,"Rodgers, Petersen and Brown",CMP-248,Negotiation,205405.19,2022-05-16,,TEBG,APAC
OPP-eec2ef4f,Camacho-Scott,CMP-248,Closed Won,270273.77,2022-05-09,2022-05-29,TEBG,APAC
OPP-8f1c74c8,Gonzalez-Benitez,CMP-248,Closed Lost,246787.76,2022-05-12,2022-06-07,TEBG,APAC
OPP-ac6c507e,Ruiz PLC,CMP-248,Negotiation,258162.58,2022-05-16,,TEBG,APAC
OPP-b4f9e766,Lopez-Mcguire,CMP-248,Closed Won,353063.63,2022-05-16,2022-06-20,TEBG,APAC
OPP-1f8bb7be,Gallegos Group,CMP-248,Closed Won,221082.88,2022-05-09,2022-06-10,TEBG,APAC
OPP-a126c044,Thomas Ltd,CMP-248,Closed Won,205841.43,2022-05-18,2022-06-20,TEBG,APAC
OPP-30b004c8,"Keller, Perkins and Sims",CMP-122,Closed Won,230306.15,2020-07-13,2020-08-17,TEBG,EMEA
OPP-4d598ead,Ortiz-Phillips,CMP-229,Closed Won,256793.98,2023-01-03,2023-01-22,CBG,NA
OPP-e842e807,Taylor Inc,CMP-229,Negotiation,291806.93,2023-01-08,,CBG,NA
OPP-97c1fe39,"Mayo, Webb and White",CMP-229,Closed Won,256616.62,2023-01-07,2023-02-03,CBG,NA
OPP-e465c659,Graves PLC,CMP-229,Closed Won,397068.81,2023-01-06,2023-01-28,CBG,NA
OPP-cf5d464f,Berg PLC,CMP-229,Closed Lost,177400.35,2023-01-08,2023-01-29,CBG,NA
OPP-54eca39e,"Bryant, English and Williams",CMP-229,Closed Won,175753.93,2023-01-11,2023-02-01,CBG,NA
OPP-5b705f3d,Thomas-Black,CMP-229,Closed Won,273375.77,2023-01-07,2023-01-30,CBG,NA
OPP-392c5da2,Sanchez Group,CMP-229,Closed Won,297630.33,2023-01-02,2023-01-21,CBG,NA
OPP-d14f5650,"Cole, Johnson and Roberson",CMP-229,Closed Won,220461.37,2023-01-06,2023-01-20,CBG,NA
OPP-01f13aff,Weber and Sons,CMP-229,Closed Won,280616.3,2023-01-04,2023-01-19,CBG,NA
OPP-a570a559,Harrison-Jimenez,CMP-229,Closed Won,383030.34,2023-01-03,2023-01-21,CBG,NA
OPP-69caa38a,"Barton, Vasquez and Jones",CMP-229,Closed Lost,425225.56,2023-01-08,2023-01-24,CBG,NA
OPP-c4c4ad00,"Montes, Weaver and Nelson",CMP-229,Closed Won,296642.03,2022-12-31,2023-01-22,CBG,NA
OPP-3b10a133,"Hall, Smith and Jackson",CMP-226,Closed Won,265657.92,2020-12-29,2021-01-27,TEBG,LATAM
OPP-9a39ea07,Higgins PLC,CMP-168,Closed Lost,162598.83,2023-08-24,2023-09-14,CBG,EMEA
OPP-f896b2fe,Schmidt-Freeman,CMP-168,Closed Lost,381771.69,2023-08-16,2023-09-09,CBG,EMEA
OPP-d9c2bee7,Mueller-Carter,CMP-222,Closed Lost,220781.65,2022-07-04,2022-08-13,TEBG,LATAM
OPP-4537afb0,Mason LLC,CMP-183,Closed Won,159476.94,2022-06-16,2022-07-13,SIBG,LATAM
OPP-78a77855,Harrington-Simmons,CMP-154,Negotiation,158663.78,2024-09-23,,CBG,EMEA
OPP-6d056063,Peterson-Henry,CMP-154,Closed Lost,93403.02,2024-09-08,2024-10-17,CBG,EMEA
OPP-a63bb53d,Morris-Moore,CMP-217,Negotiation,184662.81,2024-01-19,,TEBG,NA
OPP-c3c9fe49,Downs Group,CMP-217,Closed Lost,228590.67,2024-01-13,2024-02-03,TEBG,NA
OPP-cd8f70a8,Potts-Long,CMP-217,Closed Won,236014.65,2024-01-27,2024-02-19,TEBG,NA
OPP-b596b8f5,Flores Ltd,CMP-217,Closed Won,182315.59,2024-01-17,2024-02-16,TEBG,NA
OPP-04c1994b,"Goodman, Small and Diaz",CMP-217,Closed Won,237368.56,2024-01-13,2024-02-23,TEBG,NA
OPP-732ad429,"Ellis, Wong and Reyes",CMP-217,Closed Won,180166.52,2024-01-23,2024-02-27,TEBG,NA
OPP-c6020231,Hogan Inc,CMP-217,Closed Lost,193836.67,2024-01-27,2024-02-29,TEBG,NA
OPP-c56443a8,Allen and Sons,CMP-115,Closed Won,289640.16,2020-11-30,2020-12-27,CBG,NA
OPP-54f1d518,Rowland LLC,CMP-115,Closed Won,257974.67,2020-12-07,2021-01-01,CBG,NA
OPP-7820652a,"Lane, Johns and Melendez",CMP-115,Closed Won,368771.55,2020-12-09,2020-12-24,CBG,NA
OPP-a1107d33,White Ltd,CMP-115,Closed Won,227088.68,2020-12-02,2020-12-27,CBG,NA
OPP-9ca7509b,Morales and Sons,CMP-115,Negotiation,292857.99,2020-12-08,,CBG,NA
OPP-9fed322c,Ellis-Lane,CMP-115,Closed Won,299278.88,2020-12-01,2020-12-28,CBG,NA
OPP-a8e96941,Mitchell-Wheeler,CMP-115,Closed Won,230415.16,2020-11-28,2020-12-25,CBG,NA
OPP-d28cc180,Wiggins Inc,CMP-115,Negotiation,250524.61,2020-12-02,,CBG,NA
OPP-c253f5d1,Olson and Sons,CMP-115,Closed Won,334662.71,2020-12-07,2020-12-22,CBG,NA
OPP-a9473481,"Villa, Thompson and Franklin",CMP-115,Closed Won,254457.17,2020-12-01,2020-12-19,CBG,NA
OPP-b8511af3,Reeves-Proctor,CMP-115,Closed Won,247183.2,2020-11-29,2020-12-13,CBG,NA
OPP-863b7072,Foster-Johnston,CMP-115,Closed Won,294728.9,2020-12-01,2020-12-23,CBG,NA
OPP-9a074882,Knapp Ltd,CMP-115,Closed Won,239967.05,2020-12-07,2020-12-28,CBG,NA
OPP-8e7a79a8,Lawrence Group,CMP-184,Closed Won,390748.34,2022-04-14,2022-05-02,HCBG,LATAM
OPP-1a46b4e6,"Ruiz, Perkins and Kelly",CMP-142,Negotiation,169634.5,2021-10-24,,HCBG,APAC
OPP-839d3f73,Nolan-Johnston,CMP-142,Negotiation,299184.24,2021-10-23,,HCBG,APAC
OPP-a24320b6,Collins Inc,CMP-142,Closed Lost,232095.58,2021-10-17,2021-11-11,HCBG,APAC
OPP-ea48e89e,Drake-Leonard,CMP-100,Closed Won,256811.81,2024-03-06,2024-04-07,SIBG,NA
OPP-bcbbc199,Rodgers-Ellis,CMP-100,Closed Won,312054.61,2024-03-15,2024-04-15,SIBG,NA
OPP-7b1a1d4f,Garcia Ltd,CMP-100,Closed Lost,291539.76,2024-03-12,2024-04-15,SIBG,NA
OPP-1f22fd24,Johnson Group,CMP-100,Closed Lost,332894.67,2024-03-11,2024-04-15,SIBG,NA
OPP-5907013b,Cameron PLC,CMP-100,Closed Won,133696.39,2024-03-12,2024-04-04,SIBG,NA
OPP-1ebc5bca,Ramos Ltd,CMP-100,Closed Won,391850.32,2024-03-08,2024-04-12,SIBG,NA
OPP-e4396732,"Warner, Lambert and Wolfe",CMP-100,Closed Won,176753.12,2024-03-17,2024-04-04,SIBG,NA
OPP-9d51000c,"Daniels, Sheppard and Marshall",CMP-100,Closed Won,209197.26,2024-03-10,2024-03-24,SIBG,NA
OPP-bc1aee00,Rodriguez-Shea,CMP-102,Closed Won,189984.06,2021-09-18,2021-10-28,SIBG,EMEA
OPP-718c33a4,"Ball, Holmes and Hunter",CMP-102,Closed Lost,222797.87,2021-09-24,2021-11-04,SIBG,EMEA
OPP-684039f3,Morgan Ltd,CMP-102,Closed Lost,210355.72,2021-09-15,2021-10-07,SIBG,EMEA
OPP-733637e2,Walton and Sons,CMP-102,Closed Won,224928.89,2021-09-21,2021-10-17,SIBG,EMEA
OPP-62e1f654,"Jones, Mcdonald and Hudson",CMP-102,Closed Lost,210764.53,2021-09-16,2021-10-17,SIBG,EMEA
OPP-15a6dd0f,Mathews Ltd,CMP-102,Closed Won,151042.49,2021-09-26,2021-10-24,SIBG,EMEA
OPP-7c415774,"Hamilton, Rodriguez and Martinez",CMP-102,Negotiation,162232.1,2021-09-13,,SIBG,EMEA
OPP-73e7b437,Ruiz-Ellis,CMP-102,Closed Lost,185258.53,2021-09-27,2021-11-02,SIBG,EMEA
OPP-87c34bb5,Robertson-Ferguson,CMP-225,Closed Won,245134.64,2020-07-30,2020-09-02,TEBG,EMEA
